ethAddress,displayName,accountValue,day.pnl,day.vlm,week.pnl,week.vlm,month.pnl,month.vlm
0x162cc7c861ebd0c06b3d72319201150482518185,ABC,"$19,915,339.06 ","($514,669.67)","$2,204,357,043.07 ","$76,649.13 ","$11,820,484,684.58 ","$4,527,343.83 ","$31,615,528,492.03 "
0xff4cd3826ecee12acd4329aada4a2d3419fc463c,,"$21,747,748.77 ","$514,412.60 ","$1,078,571,625.25 ","$2,927,074.91 ","$7,519,329,875.21 ","$945,396.43 ","$17,055,205,292.77 "
0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,,"$152,402,887.00 ","$7,466,923.42 ","$836,931,616.75 ","$5,662,179.45 ","$6,162,257,636.65 ","($5,418,399.07)","$16,091,118,792.20 "
0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,beatmaker1@proton.me,"$4,567,606.14 ","$66,817.53 ","$721,187,422.91 ","($438,949.28)","$6,666,942,616.37 ","($1,469,312.09)","$27,094,519,222.72 "
0xad8be12a452b5b8f9ad9883f6e8e67536627db4b,,"$1,179,032.16 ","($46,905.81)","$645,727,523.85 ","$67,865.15 ","$3,315,294,191.98 ","$755,960.65 ","$10,049,626,788.23 "
0xe357fa9fecb084f0303ff341b0bc55c89f2bb5ce,,"$24,011,163.42 ","$204,806.21 ","$610,252,739.94 ","$1,936,398.86 ","$2,895,524,475.90 ","$5,074,968.22 ","$8,231,865,153.69 "
0x023a3d058020fb76cca98f01b3c48c8938a22355,Auros,"$22,731,933.12 ","$685,072.70 ","$609,261,096.24 ","$50,386.87 ","$3,631,036,590.63 ","($3,868,242.07)","$16,182,574,173.31 "
0xe4c6ae25959d7fc66cf2dd5965fb78c5e09c4048,,"$1,392,198.50 ","($6,562.05)","$538,787,357.41 ","$41,737.14 ","$3,103,615,010.00 ","$1,924,301.78 ","$8,399,003,279.54 "
0x81196517de1d77ebc8a1951c3ea1a103e732479c,infinitefield.xyz,"$8,712,657.58 ","$433,594.91 ","$537,497,359.18 ","$882,247.99 ","$3,266,890,319.52 ","$2,159,822.08 ","$14,904,817,287.27 "
0x2f7a83314829ea002450381ad181fd525bdb340d,,"$2,932,521.72 ","$44,314.36 ","$492,059,179.52 ","$456,383.49 ","$3,040,417,914.61 ","$184,696.45 ","$7,130,621,416.04 "
0x89c645ecbd07825b194e3b98300eb3497aaba406,,"$7,975,674.05 ","$579,226.88 ","$485,667,438.30 ","$1,269,760.02 ","$2,788,830,358.95 ","$2,620,757.26 ","$9,008,424,763.62 "
0xdf9ea6ec3b7109935ccb4fb267e15ac1fb077ab1,,"$1,346,579.20 ","$103,625.36 ","$445,622,070.96 ","$266,404.11 ","$2,792,563,856.86 ","$649,222.85 ","$8,194,070,514.89 "
0xc86781f99078e71c2cbf9cd8b9712d52b28b6e65,,"$325,880.36 ","($264,590.47)","$312,556,734.57 ","($933,077.86)","$1,043,686,317.39 ","($1,119,072.30)","$1,449,337,822.58 "
0xd225fd6fe03d9603642be58ea730e35c39eb382f,Wikipedia editor,"$15,655,806.94 ","$569,730.76 ","$288,632,074.14 ","($332,951.37)","$1,715,887,013.00 ","($4,593,996.62)","$4,454,366,857.52 "
0x225864ad63ba66272cd6be3e65476a2eba48c215,Michael Saylor,"$5,746,534.66 ","$2,020,405.38 ","$273,969,886.60 ","$5,868,031.30 ","$1,183,493,261.20 ","$6,018,288.34 ","$1,274,641,784.28 "
0x710c6797f6f689287864e119ba7c4a920c0e3291,,"$2,510,734.60 ","($111,188.30)","$262,054,137.57 ","$500,634.97 ","$612,113,022.05 ","$613,705.38 ","$1,083,766,880.07 "
0x8e80c4b533dd977cf716b5c24fd9223129272804,,"$2,993,942.36 ","($123,857.74)","$254,718,807.09 ","$94,806.31 ","$1,072,663,377.41 ","$810,171.04 ","$4,536,528,104.65 "
0x862dd8e68f30693e3d3c9daa42a440bc6d2a1f0c,,"$2,326,043.63 ","$279,997.35 ","$227,312,170.90 ","$530,345.19 ","$1,309,867,143.97 ","$1,116,350.24 ","$4,937,255,157.83 "
0xec0b9ebf2a304c99cafe85c548c14dd7783cb078,,"$17,171,725.15 ","($1,139,877.47)","$203,411,096.23 ","($2,388,552.20)","$508,044,841.30 ","($2,984,582.77)","$575,467,833.98 "
0x5078c2fbea2b2ad61bc840bc023e35fce56bedb6,JamesWynn / $moonpig,"$75,939,182.17 ","($14,985,668.69)","$176,728,883.77 ","$24,038,135.62 ","$5,040,172,393.99 ","$61,169,754.12 ","$6,919,500,882.56 "
0x3bcae23e8c380dab4732e9a159c0456f12d866f3,,"$6,998,541.43 ","$138,853.01 ","$175,544,176.12 ","($156,905.38)","$688,246,732.66 ","($887,231.88)","$1,954,131,281.20 "
0x4a207d289fd49e60502451099771127bcf35b961,,"$83,089,754.42 ","$4,570,859.72 ","$168,567,972.77 ","$13,549,278.63 ","$460,994,460.53 ","$47,454,404.91 ","$2,933,833,347.21 "
0x3074aa6e98a0740b6e1d5fab04e640c317723d22,,"$64,652.61 ","$12,422.86 ","$167,771,911.93 ","$49,833.16 ","$770,318,701.02 ","$115,891.94 ","$1,851,235,773.93 "
0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,Prof. Sam Howison,"$2,182,793.22 ","$298,935.62 ","$137,014,556.48 ","($181,934.54)","$910,792,740.54 ","($1,294,580.64)","$2,298,858,610.18 "
0x03b9a189e2480d1e4c3007080b29f362282130fa,,"$40,603,980.89 ","$4,565,383.90 ","$129,750,657.92 ","$8,681,214.94 ","$416,294,474.13 ","$17,364,867.70 ","$2,140,311,687.95 "
0xc5ed4501500fcbfb2b88fb7f0aa52f834ed44346,,"$1,284,223.08 ","$62,397.48 ","$123,877,455.67 ","$148,898.46 ","$419,764,832.59 ","$287,894.18 ","$958,514,583.62 "
0x10f1d87fbb7617df5641d1c2bcb26f143f43202f,,"$21,657,434.96 ","$1,791,721.14 ","$121,029,809.83 ","$2,851,171.12 ","$1,065,411,169.63 ","$9,071,131.04 ","$5,986,001,786.56 "
0x6a508361da919c68aa157c7efbcd151ceb9f6bee,,"$465,698.39 ","($275,225.57)","$120,560,472.81 ","($219,019.26)","$411,167,599.29 ","$81,422.54 ","$597,756,882.15 "
0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,,"$9,700,301.06 ","$993,888.45 ","$116,496,248.25 ","$1,642,712.19 ","$535,421,909.67 ","($3,048,456.54)","$1,659,371,003.02 "
0x856c35038594767646266bc7fd68dc26480e910d,,"$19,929,370.08 ","$1,821,808.26 ","$115,944,209.38 ","$1,421,677.70 ","$544,255,322.52 ","($1,953,493.56)","$1,352,275,353.46 "
0xc28ff39e7c5519ba41e81e51a41dd21a062ae740,,"$39,171,811.91 ","$4,827,444.59 ","$110,480,035.10 ","$15,170,508.35 ","$148,375,411.76 ","$25,047,300.69 ","$282,758,022.10 "
0x5772763f0804dca7f102888f954816eeb19506fe,,"$427,437.57 ","($2,482.80)","$108,645,700.86 ","($18,919.84)","$356,883,323.11 ","($476,483.75)","$1,613,627,592.99 "
0x90a6056ccc0c79d29cb926a2ee6771b2fd20b482,,"$5,268,146.14 ","$176,104.69 ","$101,909,130.93 ","$439,646.29 ","$608,442,495.31 ","$652,980.66 ","$1,230,025,618.62 "
0xe8f6d5243ca391cd719e34aceca8a9194ff1f785,,"$347,589.39 ","($434,021.06)","$101,904,413.67 ","($863,966.47)","$752,730,031.56 ","$283,267.58 ","$1,379,581,688.86 "
0x513b8629fe877bb581bf244e326a047b249c4ff1,,"$2,615,095.13 ","($327,093.89)","$100,632,778.57 ","$1,000,273.55 ","$312,669,167.88 ","$1,891,229.86 ","$845,474,143.27 "
0xace0a4c087f7f199328fb1e38d8d27bd237b03fd,,"$2,225,432.02 ","($102,865.07)","$96,433,483.62 ","($2,334,319.45)","$2,213,091,878.72 ","($2,210,674.03)","$3,671,866,973.94 "
0x100f4a6d8713e0df271f25323f9d9399496ff179,,"$1,472,627.27 ","($485,600.34)","$94,279,721.62 ","($703,695.00)","$209,185,337.82 ","$1,801,170.86 ","$514,254,829.49 "
0xe86b057f5eb764c9738d6b0d38170befd0723664,,"$16,612,811.76 ","$2,138,451.59 ","$94,082,182.97 ","($78,904.38)","$744,478,440.68 ","($8,509,820.97)","$3,094,508,320.30 "
0xdcac85ecae7148886029c20e661d848a4de99ce2,,"$16,166,147.30 ","$1,378,217.88 ","$93,240,679.79 ","$2,335,730.47 ","$412,050,903.40 ","$5,050,024.89 ","$1,068,947,584.06 "
0xc230dc4a74c4b0f51979ad9b37f0172a76a70dd8,TianXing,"$1,745,315.40 ","($167,639.89)","$85,500,360.20 ","$337,069.54 ","$440,128,352.33 ","$1,009,468.93 ","$555,381,406.25 "
0xa3f27ae63b409f1e06be5665eba1f4002a71f54e,,"$137,744.29 ","($24,906.85)","$83,819,344.74 ","($89,884.57)","$160,296,512.18 ","($299,712.30)","$339,589,053.40 "
0x4227dd2957741385fe73ec2f318bb3e330ee1cc5,,"$168,271.40 ","($1,079,752.33)","$83,561,481.38 ","($836,473.54)","$647,070,651.46 ","($1,915,359.83)","$1,905,871,821.33 "
0x03d1820340bf20ed322a954461bd002ef4f9bfaf,,"$4,852,581.34 ","($53,083.46)","$80,538,334.14 ","$169,228.81 ","$475,070,432.74 ","$202,864.68 ","$1,217,639,531.84 "
0x359ab263e97166dfdea56eb24ef79138816d76e9,,"$203,302.94 ","($121,762.34)","$79,677,068.40 ","($171,898.10)","$199,391,328.43 ","($53,796.51)","$422,892,158.33 "
0x35f13dc71426d4a429cf8bad69c4b39abbbf9896,,"$1,324,619.12 ","$31,653.89 ","$79,243,553.19 ","$27,228.90 ","$386,049,986.27 ","$102,593.58 ","$1,216,934,720.73 "
0xd6e1a6f7bb47aca69aaa511210227d40926ff256,,"$2,465,513.04 ","$56,278.95 ","$78,391,877.48 ","$603,840.54 ","$327,931,180.42 ","$486,249.12 ","$607,359,619.69 "
0x31dea2516beee92135b96f464eeec3cf292a13f2,,"$7,317,577.99 ","$310,475.40 ","$76,898,667.41 ","$187,802.05 ","$785,429,594.79 ","$135,271.10 ","$1,501,369,960.99 "
0xe220cc6cc750c14e3340a74a6fff7d63e8e43d7b,,"$5,235,732.08 ","$244,061.32 ","$73,211,437.96 ","$108,712.25 ","$396,942,304.02 ","($840,501.38)","$1,308,265,408.97 "
0x667c48adf1d17a8a131ca280e628c2b300d2baa1,,"$462,513.08 ","($60,922.45)","$72,838,255.70 ","($102,831.15)","$388,037,652.12 ","$60,443.95 ","$1,277,302,400.31 "
0xefd3ab65915e35105caa462442c9ecc1346728df,,"$6,354,643.53 ","$406,369.75 ","$72,173,154.88 ","$942,710.81 ","$306,463,187.80 ","$1,439,710.09 ","$1,013,757,554.98 "
0x2025137a136bea7446deba681cbfc7cf1970840e,,"$4,760,585.76 ","$250,453.43 ","$69,745,361.08 ","$459,331.98 ","$368,183,202.61 ","$1,633,021.18 ","$911,109,700.38 "
0x469e9a7f624b04c24f0e64edf8d8a277e6bf58a5,,"$4,415,698.82 ","($17,134.02)","$68,604,717.79 ","$806,692.00 ","$234,980,675.10 ","$1,463,792.81 ","$353,363,796.32 "
0x58c611cc6978421744329af3bd09b72b80a6a0f1,,"$1,562,258.42 ","$537,778.61 ","$66,581,019.34 ","$494,882.33 ","$322,572,415.13 ","$562,258.42 ","$363,915,123.10 "
0xff8850989681b1163cbaf0b0f6b719c1c663dc25,,"$5,140,985.69 ","$401,095.02 ","$66,191,137.78 ",$644.93 ,"$822,870,875.31 ","($4,432,965.27)","$2,165,132,200.21 "
0xf27ebb91ea420f73b59b205ac7e0b77a90ec8f3c,ptas2,"$3,389,462.32 ","$105,484.62 ","$66,012,954.82 ","$97,226.22 ","$328,936,906.77 ","$410,385.95 ","$1,147,736,461.55 "
0x5d1b571faed5b65775ef537b360f9f17999c56ca,,"$297,549.09 ","($89,686.04)","$65,019,739.00 ","($90,662.70)","$102,436,179.18 ","($92,128.77)","$102,772,398.03 "
0x61387d7e85508811de339276e013e0517f3782ad,,"$5,541,458.57 ","$538,619.77 ","$64,637,892.12 ","$346,309.61 ","$786,299,472.78 ","($4,151,070.09)","$2,030,117,754.79 "
0x3e7961675e79d4016c7a6469d7f7c8cfb1a069ae,,"$510,406.57 ","($212,674.02)","$64,534,787.81 ","($388,042.02)","$225,035,718.25 ","($453,256.40)","$352,240,392.01 "
0x98dad31de2bcc79d169e72d191f753e5c708252f,,"$309,240.33 ","$133,136.56 ","$59,807,813.05 ","$114,724.85 ","$345,031,702.99 ","($11,192.65)","$491,727,939.54 "
